"","WT.NOR.1","WT.NOR.2","WT.NOR.3","WT.TAM.1","WT.TAM.2","WT.TAM.3","KO.NOR.1","KO.NOR.2","KO.NOR.3","KO.TAM.1","KO.TAM.2","KO.TAM.3"
"Cd86",7.61230321184724,7.57727568373988,7.38694117277142,6.42032890209633,8.21300165361994,7.16465065184338,8.63326430785461,8.60863115050693,8.79143662395387,7.83799377835803,9.11343637832525,9.81872533303881
"Cd9",9.28210207225103,9.66216074016016,9.63545797902139,9.97846929026146,9.76460021080435,9.98948663574877,7.2745487843595,7.02194406531341,7.03898979368869,8.81440209799769,8.13899121914962,7.22712307602216
"Cdc25b",6.68728498068383,6.72970202112726,6.721803956758,7.89006719323452,6.57515791421146,7.67948200963487,5.95566041449125,5.48587634980814,5.58441419699433,6.65715502876718,6.17477019570464,5.77558977729895
"Cdc25c",6.42214058806983,6.43438348473508,6.06449071371712,7.28445066811607,5.99181350851004,7.64340687832965,4.80352730195119,5.24490822032935,4.82600866561945,5.16127943237343,4.61093509768317,4.05730992756773
"Cdk1",7.81193084114006,7.92238995397128,8.02121732993915,8.35505748641768,7.87289125074867,8.49609500081468,6.80456389932472,6.58704448875843,6.86207354267409,6.3971197654952,6.72698462320858,6.49913337219955
"Cdc45",6.68730618130015,6.93693403790756,6.82733465403897,7.1536005431741,7.01749836698106,7.40270818988547,5.61481903683605,5.99392216170193,5.91636873941881,5.68911820543312,5.81116631123879,5.52261629093826
"Cdc7",6.49750792636112,6.46060480805036,6.5781425186378,6.96088713184893,6.53314750025588,7.25096028400258,6.06500470190547,5.85293507747473,5.91611593005391,5.46857794818764,6.13188759989846,5.7203011862556
"Cdh11",8.32315833125875,8.57546171612372,8.35661017353834,9.24785628246967,10.1016773789681,9.11906113199958,6.15238190575736,5.84264521806292,6.04632673837045,8.61876564157821,7.98662040719915,6.35684236177637
"Cdh2",6.93981198375183,7.16170132372937,6.93894131565825,7.53936049230948,8.7465784456813,7.69602264203746,5.18265801877814,5.12996356460487,5.48211403270026,6.85910673060332,6.53905886836569,5.53791580248928
"Cdk6",9.88516320277039,10.027302280726,9.93290472853789,10.8127048869036,10.4794470437876,11.0057734391845,8.77057114000952,8.73095532552448,8.71127983326035,9.83041914100814,9.45950671314086,9.03998088633182
"Cdkn2c",6.72093040124193,6.87236476395121,6.8942988200787,7.86700910320545,6.67459901560442,8.04109397376175,5.58123838983637,5.58256617426039,5.88924963113211,6.42602463052558,6.01464347138013,5.59590964984071
"Cdkn2d",7.6658789262601,7.68102719245594,7.67757195251194,8.76196068165904,7.650273572971,8.58233053198688,6.80612533346418,6.80253108826342,6.68053095741875,7.74789505590379,6.89994589210094,6.84398719450116
"Cenpa",7.67353073302082,7.55065784732328,7.55742213382115,8.69981366470211,7.74431517938757,8.72425530654466,6.42381141665368,6.74968540880496,6.34738691869557,7.5085198562738,6.98908536114771,6.64791897367723
"Cfh",7.94540772308825,8.32121488469964,8.23123756895086,9.99066500278626,8.92644838600994,9.05905112001601,6.19762110397025,5.37696616167701,6.05009440765798,10.4626511053086,8.07999697050434,6.25288743150282
"Ch25h",6.10401761282896,5.8168492047986,5.98591900859465,6.15776561772519,6.27081900558081,6.49305058645801,5.12929302399698,5.13766557043881,4.83547338347588,5.5961711943174,5.03510109185087,4.77496771286193
