"","WT.NOR.1","WT.NOR.2","WT.NOR.3","WT.TAM.1","WT.TAM.2","WT.TAM.3","KO.NOR.1","KO.NOR.2","KO.NOR.3","KO.TAM.1","KO.TAM.2","KO.TAM.3"
"17519259",7.49166277333019,7.3358586625154,7.36170853596104,7.46116424404846,7.72795025375772,7.34483071978348,7.93145457539931,7.95875018365255,7.96905131322642,8.5550209424725,7.90390686894204,7.74809883002357
"17489905",6.11926804350379,6.19127491493268,6.13530930433613,6.13528655883365,6.74230589386417,6.52925411777932,5.70379063380447,5.75788436508553,6.10426155215488,6.2399948910064,6.24325295205124,5.60543757301374
"17262026",5.86483162607795,6.13658682745183,5.74870300766784,6.28639809577175,6.1530013000733,6.18516649263738,5.66715527774771,5.58548860193762,5.32650512535363,5.91014248914913,5.71973842169745,5.72034995529374
"17510422",7.42721836575046,7.68491546092754,7.57507573334941,8.88072958564514,8.19938127315589,8.60262063662823,5.66245868217646,5.75767146803479,6.11891104404527,8.29039552697944,7.08864326115117,6.6278548152433
"17312759",12.0724130599484,12.056744200775,12.0847729194585,11.4590716843247,11.491562887106,11.4447998618732,11.9733113894686,11.9537053297786,11.9544261973245,11.3920930542245,11.7073832469202,11.5884738985475
"17268661",6.41257983049231,6.38771430658994,6.27356370973872,8.51686991011142,7.9632523582371,8.31562549630787,5.73559157350071,5.71829025254544,5.46240504383974,8.20256646673934,7.01395584290891,6.37468845255111
"17509537",5.69030406398551,5.50297169675467,5.5005236267432,5.92639960345704,6.83584074718843,6.17508366020168,4.65828480472936,4.78837745490165,4.94652223744438,5.32215419733627,4.93452640914833,4.48340154448693
"17272745",6.79893144549265,7.05784193751973,6.95205693544546,6.46767258295482,6.6099844554467,6.78851640910494,7.12345289071308,7.06641802892716,7.2124858699229,6.49935093208962,6.65067435365613,6.74550515882631
"17269985",8.29942152892967,8.16747667639111,8.16443050842809,8.90423724770663,8.78289230273483,8.85854540655452,8.17711113124184,8.06272975695406,8.31356747083186,8.91637125246556,8.21013728154468,8.12815153093578
"17504572",3.71564396080307,4.54081898983798,3.94220436068056,3.70889541818607,4.14558794079771,3.93752653352155,4.0939736819,3.5343076146949,4.16630637172044,4.05461691551127,3.93238644957885,3.55849932235434
"17255023",3.39948217547211,3.09567221446212,3.61705424707164,3.20484226594346,3.46507594380847,2.97957771786656,3.33776138463934,2.85630680132345,3.49255773135283,3.03301518933628,3.57620482416321,3.47175193716804
"17531799",3.90029848798816,4.08373234829918,3.93614453226681,3.65822456586641,3.12693283224995,3.18333950393138,3.73368496676426,4.15323072231025,2.97461084365777,3.61958743826286,3.50482391665627,4.00677723610294
"17328621",3.83971185590564,3.97894584512993,3.72645426361433,4.20137125439704,3.51672888294237,4.0481360260314,4.50787680227676,3.57265454483279,3.62579702287642,3.77471060376369,4.00668586250106,3.74396654363323
"17376508",5.679427649448,5.35820203936241,4.3046973159299,5.49530968001452,5.04117673563181,5.57429688058614,6.15916371163863,5.70828665193341,5.69194222642222,5.89971906510676,5.60455595662912,4.77171414212837
"17364163",6.96276426988003,7.11100406081642,7.08098732327074,6.75663168554797,6.37937317568459,6.67375437157457,7.09586370808283,7.43908849108103,7.21333509917707,6.68554537834627,6.94105215841811,6.97036392608307
"17540451",5.5784406051016,5.66241729115635,5.69445962078138,5.5629815049349,5.01477798339273,5.43313414528892,5.0406805347002,4.38627883836712,5.12104806239542,4.44975057034111,4.07391028331203,4.26197689501143
"17540453",5.08577483514581,4.9922895252431,5.16150985675675,5.67616745262625,5.19455030084214,5.01213861543561,5.02991722973667,4.59613113615147,5.48461936253626,4.43384056764252,4.71648994912401,4.56484161108341
"17395131",4.69064243437159,3.72484280068671,4.08725444410372,4.18496998326073,4.76569167378287,4.53878442684497,4.1231646792386,4.21423262861029,4.1325428927381,4.48235677035788,4.40710245247148,4.56500201990505
"17429514",3.91208166198473,3.48264683415987,3.39732523444373,3.45546862661805,3.98351640728606,3.48521846281588,3.7238031715821,3.64001778205469,4.3571012988194,3.55297614505006,3.87216289552156,3.92496538361461
"17512379",4.19729749316132,3.87109018352065,4.58229104815676,4.22385742950681,4.9086021749449,4.36950182948008,4.24789432543096,4.47946206306616,3.73386397539453,5.18006700021213,4.66330877209226,4.699196816281
"17278692",4.69214092601484,4.58245872624733,4.59836817563184,4.45060482578002,3.9405857409132,4.13435297362433,4.48321435939632,4.74372476514225,4.16129626242488,4.23123192852174,4.67312296402492,5.02116288496364
"17249108",6.92630942487334,7.22527144393191,7.26355554230568,7.15322208165357,7.31884612756011,7.26658258857823,8.44881441431573,8.74615903049162,8.61274517370773,8.15345028504399,8.05350317122171,7.75574423286753
"17298895",5.83414913990568,5.87179753959786,5.58533455672548,5.54651469864096,5.24513822063135,5.72124721163493,5.82815982297535,6.17563387087681,6.21033235659584,6.05157406781633,6.17833997850004,5.94101052387044
"17421865",5.38389367347764,5.31100758435533,5.59194577835532,5.22172512014203,5.86407678940085,5.47777389367425,6.68356500088851,6.79754374002928,7.1084732368719,5.77320278473995,6.48199641078907,6.33055237703415
"17544265",4.891880508953,4.79584614827387,4.58122789052312,4.48945720894264,4.85204484550734,4.84007417712791,5.18126307154057,5.39403468604642,5.61775127475575,5.11851395009121,5.2652307591846,5.11758615760181
"17539822",4.70652036877843,3.9861905709599,3.96206445855381,4.3213235310364,3.79078828189187,4.57790169607681,4.65569852383149,5.02370442058438,4.61315278213034,4.42341566645044,3.96713695621545,3.84360345942778
"17278886",4.26068095183188,4.42330275306018,4.52090172130148,3.78980334461355,4.65756505152364,3.89724582912375,4.28759059370738,4.69653511694287,4.45272096234316,4.22129803835239,3.9207158564077,4.94637996841859
